name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
Fertilizzante a base di nitrato di ammonio,2071,,9,M11,,,,,,,,,,,,,,,,,,,
AMMONIACA IN SOLUZIONE acquosa, con densità relativa a 15°C in acqua inferiore a 0,880, contenente più del 35% ma al massimo 50% di ammoniaca,2073,,2,4A,,2.2,3 (E),,,,,,,,,,,,,,,,
ACRILAMMIDE SOLIDA,2074,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORALIO ANIDRO STABILIZZATO,2075,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CRESOLI, LIQUIDI,2076,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
alfa-NAFTILAMMINA,2077,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
TOLUENDIISOCIANATO,2078,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
DIETILENTRIAMMINA,2079,,8,C7,II,8,2 (E),,,,,,,,,,,,,,,,
CLORURO DI IDROGENO LIQUIDO REFRIGERATO,2186,,2,3TC,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
DIOSSIDO DI CARBONIO LIQUIDO REFRIGERATO,2187,,2,3A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
ARSINA,2188,,2,2TF,,2.3+2.1,1 (D),,,,,,,,,,,,,,,,
DICLOROSILANO,2189,,2,2TFC,,2.3+2.1+8,1 (B/D),,,,,,,,,,,,,,,,
DIFLUORURO DI OSSIGENO COMPRESSO,2190,,2,1TOC,,2.3+5.1+8,1 (D),,,,,,,,,,,,,,,,
FLUORURO DI SOLFORILE,2191,,2,2T,,2.3,1 (C/D),,,,,,,,,,,,,,,,
GERMANO,2192,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
ESAFLUOROETANO (GAS REFRIGERANTE R 116),2193,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
ESAFLUORURO DI SELENIO,2194,,2,2TC,,2.3+8,1 (D),,,,,,,,,,,,,,,,
ESAFLUORURO DI TELLURIO,2195,,2,2TC,,2.3+8,1 (D),,,,,,,,,,,,,,,,
ESAFLUORURO DI TUNGSTENO,2196,,2,2TC,,2.3+8,1 (D),,,,,,,,,,,,,,,,
IODURO DI IDROGENO ANIDRO,2197,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
PENTAFLUORURO DI FOSFORO,2198,,2,2TC,,2.3+8,1 (D),,,,,,,,,,,,,,,,
FOSFINA,2199,,2,2TF,,2.3+2.1,1 (D),,,,,,,,,,,,,,,,
PROPADIENE STABILIZZATO,2200,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
PROTOSSIDO DI AZOTO LIQUIDO REFRIGERATO,2201,,2,3O,,2.2+5.1,3 (C/E),,,,,,,,,,,,,,,,
SELENIURO DI IDROGENO ANIDRO,2202,,2,2TF,,2.3+2.1,1 (D),,,,,,,,,,,,,,,,
SILANO,2203,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
SOLFURO DI CARBONILE,2204,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
ADIPONITRILE,2205,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ISOCIANATI TOSSICI, N.A.S. o ISOCIANATO TOSSICO IN SOLUZIONE, N.A.S.,2206,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ISOCIANATI TOSSICI, N.A.S. o ISOCIANATO TOSSICO IN SOLUZIONE, N.A.S.,2206,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
IPOCLORITO DI CALCIO SECCO IN MISCELA, contenente più del 10% ma al massimo il 39% di cloro attivo,2208,,5.1,O2,III,5.1,3 (E),,,,,,,,,,,,,,,,
FORMALDEIDE IN SOLUZIONE contenente almeno il 25% di formaldeide,2209,,8,C9,III,8,3 (E),,,,,,,,,,,,,,,,
MANEB o PREPARATI DI MANEB contenenti almeno il 60% di maneb,2210,,4.2,SW,III,4.2+4.3,3 (E),,,,,,,,,,,,,,,,
POLIMERI ESPANSIBILI IN GRANULI sviluppanti vapori inﬁammabili,2211,,9,M3,III,,3 (D/E),,,,,,,,,,,,,,,,
AMIANTO,ANFIBOLO (amosite, tremolite, actinolite, antoﬁllite, crocidolite),2212,,9,M1,II,9,2 (E),,,,,,,,,,,,,,,,
PARAFORMALDEIDE,2213,,4.1,F1,III,4.1,3 (E),,,,,,,,,,,,,,,,
ANIDRIDE FTALICA contenente più dell 0,05% di anidride maleica,2214,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
ANIDRIDE MALEICA, FUSA,2215,,8,C3,III,8,0 (E),,,,,,,,,,,,,,,,
ANIDRIDE MALEICA,2215,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
Farina di pesce (scarti di pesce) stabilizzata,2216,,9,M11,NOT SUBJECT TO ADR,,,,,,,,,,,,,,,,,,
PANELLI contenenti al massimo l'1,5% in massa di olio e aventi al massimo l'11% in massa di umidità,2217,,4.2,S2,III,4.2,3 (E),,,,,,,,,,,,,,,,
ACIDO ACRILICO STABILIZZATO,2218,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
ETERE ALLILGLICIDICO,2219,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ANISOLO,2222,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BENZONITRILE,2224,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI BENZENSOLFONILE,2225,,8,C3,III,8,3 (E),,,,,,,,,,,,,,,,
BENZOTRICLORURO,2226,,8,C9,II,8,2 (E),,,,,,,,,,,,,,,,
METACRILATO DI n-BUTILE STABILIZZATO,2227,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
2-CLOROETANALE,2232,,6.1,T1,I,6.1,1 (C/D),,,,,,,,,,,,,,,,
CLOROANISIDINE,2233,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROBENZOTRIFLUORURI,2234,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CLORURI DI CLOROBENZILE, LIQUIDI,2235,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ISOCIANATO DI 3-CLORO-4-METILFENILE, LIQUIDO,2236,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORONITROANILINE,2237,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROTOLUENI,2238,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CLOROTOLUIDINE, SOLIDE,2239,,6.1,T2,III,6.1,2 (E),,,,,,,,,,,,,,,,
ACIDO SOLFOCROMICO,2240,,8,C1,I,8,1 (E),,,,,,,,,,,,,,,,
CICLOEPTANO,2241,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
CICLOEPTENE,2242,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ACETATO DI CICLOESILE,2243,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CICLOPENTANOLO,2244,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CICLOPENTANONE,2245,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CICLOPENTENE,2246,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
n-DECANO,2247,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
DI-n-BUTILAMMINA,2248,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
ETERE DICLORODIMETILICO SIMMETRICO,2249,,6.1,TF1,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
ISOCIANATI DI DICLOROFENILE,2250,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
BICICLO-[2,2,1]EPTA-2,5-DIENE STABILIZZATO (2,5-NORBORNADIENE STABILIZZATO),2251,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1,2-DIMETOSSIETANO,2252,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
N,N-DIMETILANILINA,2253,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FIAMMIFERI CONTROVENTO,2254,,4.1,F1,III,4.1,4 (E),,,,,,,,,,,,,,,,
CICLOESENE,2256,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
POTASSIO,2257,,4.3,W2,I,4.3,1 (B/E),,,,,,,,,,,,,,,,
1,2-PROPILENDIAMMINA,2258,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
TRIETILENTETRAMMINA,2259,,8,C7,II,8,2 (E),,,,,,,,,,,,,,,,
TRIPROPILAMMINA,2260,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
XILENOLI, SOLIDI,2261,,6.1,T2,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI DIMETILCARBAMOILE,2262,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
DIMETILCICLOESANI,2263,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
N,N-DIMETILCICLOESILAMMINA,2264,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
N,N-DIMETILFORMAMMIDE,2265,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
DIMETIL-N-PROPILLAMMINA,2266,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI DIMETILTIOFOSFORILE,2267,,6.1,TC1,II,6.1+8,2 (D/E),,,,,,,,,,,,,,,,
3,3'-IMMINODIPROPILAMMINA,2269,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
ETILAMMINA IN SOLUZIONE ACQUOSA contenente almeno il 50% ma al massimo il 70% (massa) di etilammina,2270,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
ETILAMILCHETONI,2271,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
N-ETILANILINA,2272,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
2-ETILANILINA,2273,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
N-ETIL-N-BENZILANILINA,2274,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
2-ETILBUTANOLO,2275,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
2-ETILESILAMMINA,2276,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
METACRILATO DI ETILE STABILIZZATO,2277,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
n-EPTENE,2278,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ESACLOROBUTADIENE,2279,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
ESAMETILENDIAMMINA SOLIDA,2280,,8,C8,III,8,3 (E),,,,,,,,,,,,,,,,
DIISOCIANATO DI ESAMETILENE,2281,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
ESANOLI,2282,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
METACRILATO DI ISOBUTILE STABILIZZATO,2283,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ISOBUTIRRONITRILE,2284,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
FLUORURI DI ISOCIANATOBENZILIDINA,2285,,6.1,TF1,II,6.1+3,2 (D/E),,,,,,,,,,,,,,,,
PENTAMETILEPTANO,2286,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ISOEPTENE,2287,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ISOESENE,2288,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ISOFORONDIAMMINA,2289,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
DIISOCIANATO DI ISOFORONE,2290,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
COMPOSTO SOLUBILE DEL PIOMBO, N.A.S.,2291,,6.1,T5,III,6.1,2 (E),,,,,,,,,,,,,,,,
4-METOSSI-4-METIL-2-PENTANONE,2293,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
N-METILANILINA,2294,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLOROACETATO DI METILE,2295,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
METILCICLOESANO,2296,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
METILCICLOESANONI,2297,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
METILCICLOPENTANO,2298,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
DICLOROACETATO DI METILE,2299,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
2-METIL-5-ETILPIRIDINA,2300,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
2-METILFURANO,2301,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
5-METIL-2-ESANONE,2302,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ISOPROPENILBENZENE,2303,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
NAFTALENE FUSO,2304,,4.1,F2,III,4.1,3 (E),,,,,,,,,,,,,,,,
ACIDO NITROBENZENSOLFONICO,2305,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
FLUORURO DI NITROBENZILIDINA, LIQUIDO,2306,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FLUORURO DI 3-NITRO-4-CLOROBENZILIDINA,2307,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
IDROGENOSOLFATO DI NITROSILE, LIQUIDO,2308,,8,C1,II,8,2 (E),,,,,,,,,,,,,,,,
OTTADIENI,2309,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2,4-PENTANDIONE,2310,,3,FT1,III,3+6.1,3 (D/E),,,,,,,,,,,,,,,,
FENETIDINE,2311,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
FENOLO FUSO,2312,,6.1,T1,II,6.1,0 (D/E),,,,,,,,,,,,,,,,
PICOLINE,2313,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
POLICLORODIFENILI LIQUIDI,2315,,9,M2,II,9,0 (D/E),,,,,,,,,,,,,,,,
CUPROCIANURO DI SODIO SOLIDO,2316,,6.1,T5,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
CUPROCIANURO DI SODIO IN SOLUZIONE,2317,,6.1,T4,I,6.1,1 (C/E),,,,,,,,,,,,,,,,
IDROGENOSOLFURO DI SODIO con meno del 25% di acqua di cristallizzazione,2318,,4.2,S4,II,4.2,2 (D/E),,,,,,,,,,,,,,,,
IDROCARBURI TERPENICI, N.A.S.,2319,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
TETRAETILENPENTAMMINA,2320,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
TRICLOROBENZENI LIQUIDI,2321,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
TRICLOROBUTENE,2322,,6.1,T1,II,6.1,2 (D/E),,,,,,,,,,,,,,,,
FOSFITO DI TRIETILE,2323,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
TRIISOBUTILENE,2324,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
1,3,5-TRIMETILBENZENE,2325,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
TRIMETILCICLOESILAMMINA,2326,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
TRIMETILESAMETILENDIAMMINE,2327,,8,C7,III,8,3 (E),,,,,,,,,,,,,,,,
DIISOCIANATO DI TRIMETILESAMETILENE,2328,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
FOSFITO DI TRIMETILE,2329,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
UNDECANO,2330,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CLORURO DI ZINCO ANIDRO,2331,,8,C2,III,8,3 (E),,,,,,,,,,,,,,,,
ACETALDOSSIMA,2332,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ACETATO DI ALLILE,2333,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
ALLILAMMINA,2334,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
ETERE ALLILETILICO,2335,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
FORMIATO DI ALLILE,2336,,3,FT1,I,3+6.1,1 (C/E),,,,,,,,,,,,,,,,
MERCAPTANO FENILICO,2337,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
BENZOTRIFLUORURO,2338,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2-BROMOBUTANO,2339,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ETERE 2-BROMOETILETILICO,2340,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1-BROMO-3-METILBUTANO,2341,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
BROMOMETILPROPANI,2342,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2-BROMOPENTANO,2343,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BROMOPROPANI,2344,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BROMOPROPANI,2344,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
3-BROMOPROPINO,2345,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BUTANDIONE,2346,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MERCAPTANI BUTILICI,2347,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ACRILATI DI BUTILE, STABILIZZATI,2348,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ETERE BUTILMETILICO,2350,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
NITRITI DI BUTILE,2351,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
NITRITI DI BUTILE,2351,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ETERE BUTILVINILICO STABILIZZATO,2352,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
CLORURO DI BUTIRRILE,2353,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
ETERE CLOROMETILETILICO,2354,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
2-CLOROPROPANO,2356,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
CICLOESILAMMINA,2357,,8,CF1,II,8+3,2 (D/E),,,,,,,,,,,,,,,,
CICLOOTTATETRAENE,2358,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
DIALLILAMMINA,2359,,3,FTC,II,3+6.1+8,2 (D/E),,,,,,,,,,,,,,,,
ETERE DIALLILICO,2360,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
DIISOBUTILAMMINA,2361,,3,FC,III,3+8,3 (D/E),,,,,,,,,,,,,,,,
1,1-DICLOROETANO,2362,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
MERCAPTANO ETILICO,2363,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
n-PROPILBENZENE,2364,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CARBONATO DI ETILE,2366,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
alfa-METILVALERALDEIDE,2367,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
alfa-PINENE,2368,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
1-ESENE,2370,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ISOPENTENI,2371,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
BIS-1,2-DIMETILAMMINOETANO,2372,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
DIETOSSIMETANO,2373,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
3,3-DIETOSSIPROPENE,2374,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
SOLFURO DI ETILE,2375,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2,3-DIIDROPIRANO,2376,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1,1-DIMETOSSIETANO,2377,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
2-DIMETILAMMINOACETONITRILE,2378,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
1,3-DIMETILBUTILAMMINA,2379,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
DIMETILDIETOSSISILANO,2380,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
DISOLFURO DI DIMETILE,2381,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
DIMETILIDRAZINA SIMMETRICA,2382,,6.1,TF1,I,6.1+3,1 (C/D),,,,,,,,,,,,,,,,
DIPROPILAMMINA,2383,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
ETERE DI-n-PROPILICO,2384,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ISOBUTIRRATO DI ETILE,2385,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1-ETILPIPERIDINA,2386,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
FLUOROBENZENE,2387,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
FLUOROTOLUENI,2388,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
FURANO,2389,,3,F1,I,3,1 (D/E),,,,,,,,,,,,,,,,
2-IODOBUTANO,2390,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
IODOMETILPROPANI,2391,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
IODOPROPANI,2392,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
FORMIATO DI ISOBUTILE,2393,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
PROPIONATO DI ISOBUTILE,2394,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
CLORURO DI ISOBUTIRRILE,2395,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
METACRILALDEIDE STABILIZZATA,2396,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
3-METIL-2-BUTANONE,2397,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ETERE METIL-ter-BUTILICO,2398,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1-METILPIPERIDINA,2399,,3,FC,II,3+8,2 (D/E),,,,,,,,,,,,,,,,
ISOVALERATO DI METILE,2400,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
PIPERIDINA,2401,,8,CF1,I,8+3,1 (D/E),,,,,,,,,,,,,,,,
PROPANTIOLI,2402,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ACETATO DI ISOPROPENILE,2403,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
PROPIONITRILE,2404,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
BUTIRRATO DI ISOPROPILE,2405,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
ISOBUTIRRATO DI ISOPROPILE,2406,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
CLOROFORMIATO DI ISOPROPILE,2407,,6.1,TFC,I,6.1+3+8,1 (D),,,,,,,,,,,,,,,,
PROPIONATO DI ISOPROPILE,2409,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
1,2,3,6-TETRAIDROPIRIDINA,2410,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BUTIRRONITRILE,2411,,3,FT1,II,3+6.1,2 (D/E),,,,,,,,,,,,,,,,
TETRAIDROTIOFENE,2412,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
ORTOTITANATO DI TETRAPROPILE,2413,,3,F1,III,3,3 (D/E),,,,,,,,,,,,,,,,
TIOFENE,2414,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
BORATO DI TRIMETILE,2416,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
FLUORURO DI CARBONILE,2417,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
TETRAFLUORURO DI ZOLFO,2418,,2,2TC,,2.3+8,1 (D),,,,,,,,,,,,,,,,
BROMOTRIFLUOROETILENE,2419,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ESAFLUOROACETONE,2420,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
TRIOSSIDO DI AZOTO,2421,,2,2TOC,CARRIAGE PROHIBITED,,,,,,,,,,,,,,,,,,
OTTAFLUOROBUT-2-ENE (GAS REFRIGERANTE R 1318),2422,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
OTTAFLUOROPROPANO (GAS REFRIGERANTE R 218),2424,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
NITRATO DI AMMONIO LIQUIDO (soluzioni calde concentrate),2426,,5.1,O1,,5.1,0 (E),,,,,,,,,,,,,,,,
CLORATO DI POTASSIO IN SOLUZIONE ACQUOSA,2427,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
CLORATO DI POTASSIO IN SOLUZIONE ACQUOSA,2427,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
CLORATO DI SODIO IN SOLUZIONE ACQUOSA,2428,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
CLORATO DI SODIO IN SOLUZIONE ACQUOSA,2428,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
CLORATO DI CALCIO IN SOLUZIONE ACQUOSA,2429,,5.1,O1,II,5.1,2 (E),,,,,,,,,,,,,,,,
CLORATO DI CALCIO IN SOLUZIONE ACQUOSA,2429,,5.1,O1,III,5.1,3 (E),,,,,,,,,,,,,,,,
ALCHILFENOLI SOLIDI N.A.S. (compresi gli omologhi da C2 a C12),2430,,8,C4,I,8,1 (E),,,,,,,,,,,,,,,,
ALCHILFENOLI SOLIDI N.A.S. (compresi gli omologhi da C2 a C12),2430,,8,C4,II,8,2 (E),,,,,,,,,,,,,,,,
ALCHILFENOLI SOLIDI N.A.S. (compresi gli omologhi da C2 a C12),2430,,8,C4,III,8,3 (E),,,,,,,,,,,,,,,,
ANISIDINE,2431,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
N,N-DIETILANILINA,2432,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
CLORONITROTOLUENI, LIQUIDI,2433,,6.1,T1,III,6.1,2 (E),,,,,,,,,,,,,,,,
DIBENZILDICLOROSILANO,2434,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ETILFENILDICLOROSILANO,2435,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
ACIDO TIOACETICO,2436,,3,F1,II,3,2 (D/E),,,,,,,,,,,,,,,,
METILFENILDICLOROSILANO;,2437,,8,C3,II,8,2 (E),,,,,,,,,,,,,,,,
